basYm,crno,fncoCd,fncoNm,ClsfAmt,RatDcd,RatDcdNm
201412,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,8321.73,A,경과손해율_자동차
201506,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,55328.56,A,경과손해율_자동차
201603,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,-10751.71,A,경과손해율_자동차
201206,1101810035945,0011334,동경해상일동화재보험(주)서울지점,0.0,A,경과손해율_자동차
201303,1101810035945,0011334,동경해상일동화재보험(주)서울지점,0.0,A,경과손해율_자동차
201406,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,-2118.05,A,경과손해율_자동차
201109,1101810034757,0011219,미쓰이스미토모해상화재보험(주)한국지점,38.96,A,경과손해율_자동차
201509,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,69340.63,A,경과손해율_자동차
201906,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201512,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,28690.2,A,경과손해율_자동차
202003,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201803,1101112629355,0011354,하나손해보험주식회사,90.05,A,경과손해율_자동차
201706,1101112629355,0011354,하나손해보험주식회사,85.92,A,경과손해율_자동차
201606,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,-18395.12,A,경과손해율_자동차
201709,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
202109,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201609,1101112629355,0011354,하나손해보험주식회사,89.1,A,경과손해율_자동차
201403,1101112629355,0011354,하나손해보험주식회사,89.92,A,경과손해율_자동차
202203,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201503,1101112629355,0011354,하나손해보험주식회사,89.17,A,경과손해율_자동차
201806,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201106,1101810035945,0011334,동경해상일동화재보험(주)서울지점,0.0,A,경과손해율_자동차
201809,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201203,1101810035945,0011334,동경해상일동화재보험(주)서울지점,0.0,A,경과손해율_자동차
201712,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201312,1101112629355,0011354,하나손해보험주식회사,93.72,A,경과손해율_자동차
201409,1101112629355,0011354,하나손해보험주식회사,89.85,A,경과손해율_자동차
201209,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,93.05,A,경과손해율_자동차
201212,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,96.18,A,경과손해율_자동차
202009,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201612,1101112629355,0011354,하나손해보험주식회사,89.27,A,경과손해율_자동차
202112,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201306,1101112629355,0011354,하나손해보험주식회사,89.04,A,경과손해율_자동차
201703,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201112,1101810035945,0011334,동경해상일동화재보험(주)서울지점,0.0,A,경과손해율_자동차
202006,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201309,1101112629355,0011354,하나손해보험주식회사,91.95,A,경과손해율_자동차
201412,1101112629355,0011354,하나손해보험주식회사,92.88,A,경과손해율_자동차
201506,1101112629355,0011354,하나손해보험주식회사,89.04,A,경과손해율_자동차
201603,1101112629355,0011354,하나손해보험주식회사,92.01,A,경과손해율_자동차
201206,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,92.94,A,경과손해율_자동차
201303,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,95.13,A,경과손해율_자동차
201406,1101112629355,0011354,하나손해보험주식회사,89.5,A,경과손해율_자동차
201109,1101810035945,0011334,동경해상일동화재보험(주)서울지점,0.0,A,경과손해율_자동차
201509,1101112629355,0011354,하나손해보험주식회사,90.17,A,경과손해율_자동차
201906,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201512,1101112629355,0011354,하나손해보험주식회사,90.43,A,경과손해율_자동차
202003,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201803,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201706,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201606,1101112629355,0011354,하나손해보험주식회사,91.05,A,경과손해율_자동차
201709,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
202109,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201609,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201403,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
202203,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201503,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201806,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201106,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,96.13,A,경과손해율_자동차
201809,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201203,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,91.45,A,경과손해율_자동차
201712,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201312,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201409,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201209,1101112629355,0011354,하나손해보험주식회사,81.87,A,경과손해율_자동차
201212,1101112629355,0011354,하나손해보험주식회사,83.68,A,경과손해율_자동차
202009,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201612,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
202112,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201306,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201703,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201112,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,92.99,A,경과손해율_자동차
202006,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201309,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201412,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201506,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201603,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201206,1101112629355,0011354,하나손해보험주식회사,80.19,A,경과손해율_자동차
201303,1101112629355,0011354,하나손해보험주식회사,85.61,A,경과손해율_자동차
201406,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201109,1101112799299,0011353,비엔피파리바카디프손해보험주식회사,90.04,A,경과손해율_자동차
201509,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201906,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201512,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
202003,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201803,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201706,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201606,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201709,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
202109,1101114809369,0013174,농협손해보험주식회사,47.6,A,경과손해율_자동차
201609,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201403,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
202203,1101114809369,0013174,농협손해보험주식회사,29.04,A,경과손해율_자동차
201503,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201806,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201106,1101112629355,0011354,하나손해보험주식회사,86.38,A,경과손해율_자동차
201809,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201203,1101112629355,0011354,하나손해보험주식회사,86.26,A,경과손해율_자동차
201712,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201312,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201409,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201209,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201212,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
202009,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201612,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
202112,1101114809369,0013174,농협손해보험주식회사,52.69,A,경과손해율_자동차
201306,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201703,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201112,1101112629355,0011354,하나손해보험주식회사,85.68,A,경과손해율_자동차
202006,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201309,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201412,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201506,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201603,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201206,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201303,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201406,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201109,1101112629355,0011354,하나손해보험주식회사,85.4,A,경과손해율_자동차
201509,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201906,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201512,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
202003,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201803,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201706,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201606,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201709,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
202109,1101114725010,0013245,에이아이지손해보험주식회사,0.0,A,경과손해율_자동차
201609,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201403,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,91.62,A,경과손해율_자동차
202203,1101114725010,0013245,에이아이지손해보험주식회사,0.0,A,경과손해율_자동차
201503,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,94.11,A,경과손해율_자동차
201806,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201106,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201809,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201203,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201712,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201312,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,95.31,A,경과손해율_자동차
201409,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,94.38,A,경과손해율_자동차
201209,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201212,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
202009,1101114809369,0013174,농협손해보험주식회사,71.5,A,경과손해율_자동차
201612,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
202112,1101114725010,0013245,에이아이지손해보험주식회사,-74300.0,A,경과손해율_자동차
201306,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,90.28,A,경과손해율_자동차
201703,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201112,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
202006,1101114809369,0013174,농협손해보험주식회사,66.44,A,경과손해율_자동차
201309,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,92.35,A,경과손해율_자동차
201412,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,97.19,A,경과손해율_자동차
201506,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,96.79,A,경과손해율_자동차
201603,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201206,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201303,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201406,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,92.54,A,경과손해율_자동차
201109,1101810022661,0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,0.0,A,경과손해율_자동차
201509,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201906,1101114809369,0013174,농협손해보험주식회사,79.44,A,경과손해율_자동차
201512,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
202003,1101114809369,0013174,농협손해보험주식회사,29.64,A,경과손해율_자동차
201803,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201706,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201606,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201709,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
202109,1101810050381,0013335,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,0.0,A,경과손해율_자동차
201609,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201403,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
202203,1101115065077,0013376,엠지손해보험주식회사,90.62,A,경과손해율_자동차
201503,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201806,1101114809369,0013174,농협손해보험주식회사,26.35,A,경과손해율_자동차
201106,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201809,1101114809369,0013174,농협손해보험주식회사,66.42,A,경과손해율_자동차
201203,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201712,1101114809369,0013174,농협손해보험주식회사,153.14,A,경과손해율_자동차
201312,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201409,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201209,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,86.93,A,경과손해율_자동차
201212,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,90.41,A,경과손해율_자동차
202009,1101114725010,0013245,에이아이지손해보험주식회사,0.0,A,경과손해율_자동차
201612,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
202112,1101810050381,0013335,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,0.0,A,경과손해율_자동차
201306,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201703,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201112,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
202006,1101114725010,0013245,에이아이지손해보험주식회사,0.0,A,경과손해율_자동차
201309,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201412,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201506,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201603,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201206,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,85.82,A,경과손해율_자동차
201303,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,90.99,A,경과손해율_자동차
201406,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201109,1101810039426,0011525,알지에이 리인슈어런스 컴파니 한국지점,0.0,A,경과손해율_자동차
201509,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201906,1101114725010,0013245,에이아이지손해보험주식회사,0.0,A,경과손해율_자동차
201512,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
202003,1101114725010,0013245,에이아이지손해보험주식회사,0.0,A,경과손해율_자동차
201803,1101114809369,0013174,농협손해보험주식회사,14.67,A,경과손해율_자동차
201706,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201606,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201709,1101114809369,0013174,농협손해보험주식회사,114.77,A,경과손해율_자동차
202109,1101115065077,0013376,엠지손해보험주식회사,97.93,A,경과손해율_자동차
201609,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201403,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
202203,1101810056553,0014077,퍼시픽라이프리리미티드 한국지점,0.0,A,경과손해율_자동차
201503,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201806,1101114725010,0013245,에이아이지손해보험주식회사,0.0,A,경과손해율_자동차
201106,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,89.66,A,경과손해율_자동차
201809,1101114725010,0013245,에이아이지손해보험주식회사,0.0,A,경과손해율_자동차
201203,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,90.6,A,경과손해율_자동차
201712,1101114725010,0013245,에이아이지손해보험주식회사,-155134.48,A,경과손해율_자동차
201312,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201409,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201209,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201212,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
202009,1101810050381,0013335,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,167.23,A,경과손해율_자동차
201612,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
202112,1101115065077,0013376,엠지손해보험주식회사,100.61,A,경과손해율_자동차
201306,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201703,1101114809369,0013174,농협손해보험주식회사,97.59,A,경과손해율_자동차
201112,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,90.47,A,경과손해율_자동차
202006,1101810050381,0013335,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,-0.29,A,경과손해율_자동차
201309,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201412,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201506,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201603,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201206,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201303,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201406,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201109,1101113363241,0011648,현대하이카다이렉트손해보험주식회사,90.88,A,경과손해율_자동차
201509,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201906,1101810050381,0013335,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,-9.06,A,경과손해율_자동차
201512,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
202003,1101810050381,0013335,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,0.0,A,경과손해율_자동차
201803,1101114725010,0013245,에이아이지손해보험주식회사,0.0,A,경과손해율_자동차
201706,1101114809369,0013174,농협손해보험주식회사,134.2,A,경과손해율_자동차
201606,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201709,1101114725010,0013245,에이아이지손해보험주식회사,-27577900.0,A,경과손해율_자동차
202109,1101810056553,0014077,퍼시픽라이프리리미티드 한국지점,0.0,A,경과손해율_자동차
201609,1101114809369,0013174,농협손해보험주식회사,140.9,A,경과손해율_자동차
201403,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
202203,1101810057965,0015326,알리안츠글로벌코퍼레이트앤스페셜티에스이 한국지점,0.0,A,경과손해율_자동차
201503,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201806,1101810050381,0013335,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,-1.75,A,경과손해율_자동차
201106,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201809,1101810050381,0013335,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,-1.25,A,경과손해율_자동차
201203,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201712,1101810050381,0013335,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,18.83,A,경과손해율_자동차
201312,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201409,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201209,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201212,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
202009,1101115065077,0013376,엠지손해보험주식회사,106.31,A,경과손해율_자동차
201612,1101114809369,0013174,농협손해보험주식회사,144.67,A,경과손해율_자동차
202112,1101810056553,0014077,퍼시픽라이프리리미티드 한국지점,0.0,A,경과손해율_자동차
201306,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201703,1101114725010,0013245,에이아이지손해보험주식회사,0.0,A,경과손해율_자동차
201112,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
202006,1101115065077,0013376,엠지손해보험주식회사,105.72,A,경과손해율_자동차
201309,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201412,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201506,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201603,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201206,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201303,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201406,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201109,,0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점,0.0,A,경과손해율_자동차
201509,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201906,1101115065077,0013376,엠지손해보험주식회사,104.73,A,경과손해율_자동차
201512,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
202003,1101115065077,0013376,엠지손해보험주식회사,95.8,A,경과손해율_자동차
201803,1101810050381,0013335,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,-3.97,A,경과손해율_자동차
201706,1101114725010,0013245,에이아이지손해보험주식회사,0.0,A,경과손해율_자동차
201606,1101114809369,0013174,농협손해보험주식회사,98.27,A,경과손해율_자동차
201709,1101810050381,0013335,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,1.0,A,경과손해율_자동차
202109,1101810057965,0015326,알리안츠글로벌코퍼레이트앤스페셜티에스이 한국지점,0.0,A,경과손해율_자동차
201609,1101114725010,0013245,에이아이지손해보험주식회사,26498100.0,A,경과손해율_자동차
201403,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
202203,1101810059599,0016602,스위스리 아시아 피티이 엘티디 한국지점,-25.66,A,경과손해율_자동차
201503,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201806,1101115065077,0013376,엠지손해보험주식회사,91.64,A,경과손해율_자동차
201106,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201809,1101115065077,0013376,엠지손해보험주식회사,95.39,A,경과손해율_자동차
201203,1101810045811,0011937,AIG유나이티드개런티인슈어런스아시아리미티드,0.0,A,경과손해율_자동차
201712,1101115065077,0013376,엠지손해보험주식회사,91.39,A,경과손해율_자동차
201312,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201409,1101113694183,0012243,다스법률비용보험주식회사,0.0,A,경과손해율_자동차
201209,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
201212,1101810046041,0011952,하노버재보험(주) 한국지점,0.0,A,경과손해율_자동차
